business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
Law Offices of M J Louis,+1 305-377-9646,,,25.748271,-80.25604799999999,33134,5.0,,Law firm,None,outscraper
The Florida Divorce & Criminal Defense Lawyers - Coral Gables,+1 786-901-7960,,,25.7479119,-80.2548475,33134,4.7,15.0,Criminal justice attorney,None,outscraper
Law Offices of Diego Traibel,+1 305-791-6775,,,25.7533353,-80.2590755,33134,5.0,34.0,Trial attorney,None,outscraper
"Becker, Coral Gables, FL",+1 305-262-4433,,,25.7484851,-80.2582676,33134,4.7,,Attorney,None,outscraper
Law Offices of Martin J Rivas PA,+1 305-441-2221,,,25.7635841,-80.28201299999999,33134,4.8,,Attorney,None,outscraper
The Law Offices of Anidjar & Levine,+1 305-384-6882,,,25.7482732,-80.2561336,33134,4.9,110.0,Personal injury attorney,None,outscraper
"The Law Office of Scott A. Ferris, P.A.",+1 305-670-3330,,,25.753322599999997,-80.2590953,33134,5.0,35.0,Criminal justice attorney,None,outscraper
Dohan Law,+1 305-536-3400,,,25.753973,-80.259171,33134,4.9,,Attorney,None,outscraper
Gomez Law - Coral Gables HOA Lawyers & Real Estate Attorneys,+1 305-720-2601,,,25.747387399999997,-80.25759269999999,33134,5.0,,Real estate attorney,None,outscraper
"South Florida Law, PLLC",+1 954-900-8885,,,25.747696899999998,-80.2547889,33134,5.0,,Law firm,None,outscraper
Cohen Law,+1 305-967-7550,,,25.7503404,-80.2570322,33134,4.8,31.0,Trial attorney,None,outscraper
"Alfredo A. Izaguirre, P.A.",+1 305-442-0425,,,25.753492899999998,-80.2616142,33134,5.0,95.0,Criminal justice attorney,None,outscraper
Flanagan & Bodenheimer Injury and Wrongful Death Law Firm,+1 786-998-8506,,,25.7517413,-80.2573532,33134,4.9,74.0,Personal injury attorney,None,outscraper
Moises|Gross,+1 305-306-3055,,,25.762759,-80.2628976,33134,4.8,46.0,Insurance attorney,None,outscraper
The Farber Law Firm,+1 305-774-0134,,,25.752495699999997,-80.2584705,33134,5.0,129.0,Personal injury attorney,None,outscraper
"Steinger, Greene & Feiner",+1 786-220-2990,,,25.7523052,-80.2617674,33134,4.7,164.0,Personal injury attorney,None,outscraper
"Donet, McMillan & Trontz, P.A.",+1 305-444-0030,,,25.746985499999997,-80.2569103,33134,4.9,144.0,Criminal justice attorney,None,outscraper
Ferrer Law PA,+1 844-220-5612,,,25.757074499999998,-80.2591482,33134,4.9,121.0,Personal injury attorney,None,outscraper
Damera & Dreize PA,+1 305-446-6760,,,25.763364799999998,-80.2587757,33134,5.0,,Attorney,None,outscraper
Traffic Law Firm,+1 305-442-0243,,,25.753687799999998,-80.2574518,33134,4.9,,Attorney,None,outscraper
Florida Trust and Estate Pro,+1 305-791-1529,,,25.757054399999998,-80.25916629999999,33134,5.0,,Probate attorney,None,outscraper
DLE Lawyers | Abogados De Accidentes Miami,+1 305-363-7855,,,25.7524895,-80.2623618,33134,4.8,169.0,Personal injury attorney,None,outscraper
The McGill Law Firm,+1 786-375-5621,,,25.747465299999998,-80.26175769999999,33134,5.0,,Law firm,None,outscraper
Rossen Law Firm,+1 786-936-1633,,,25.747722,-80.25473989999999,33134,5.0,43.0,Criminal justice attorney,None,outscraper
The Law Office of Matthew E. Ladd,+1 305-665-3978,,,25.7265248,-80.2634506,33146,5.0,123.0,Criminal justice attorney,None,outscraper
The Law Office of Matthew E. Ladd,+1 305-665-3978,,,25.7265248,-80.2634506,33146,5.0,123.0,Criminal justice attorney,None,outscraper
Sardina Law Corporate/Immigration Lawyers,+1 305-468-9262,,,25.7318905,-80.256965,33146,4.9,74.0,Immigration attorney,None,outscraper
Law Offices of M J Louis,+1 305-377-9646,,,25.748271,-80.25604799999999,33134,5.0,,Law firm,None,outscraper
The Law Offices of Anidjar & Levine,+1 305-384-6882,,,25.7482732,-80.2561336,33134,4.9,110.0,Personal injury attorney,None,outscraper
Ansbacher Law,+1 305-400-8009,,,25.709636399999997,-80.2820192,33146,5.0,,Attorney,None,outscraper
Dohan Law,+1 305-536-3400,,,25.753973,-80.259171,33134,4.9,,Attorney,None,outscraper
HADEED LEGAL,+1 954-738-9757,,,25.734001799999998,-80.2590085,33146,5.0,,Estate planning attorney,None,outscraper
Business Lawyer Miami - Cueto Law Group,+1 786-882-5710,,,25.747722,-80.25473989999999,33146,4.9,,Business attorney,None,outscraper
"Salva Hale Law, P.A.",+1 305-432-3443,,,25.7335523,-80.2587697,33146,5.0,,Law firm,None,outscraper
Martha Mendez of Feinstein & Mendez,+1 786-404-1024,,,25.747755299999998,-80.25472719999999,33134,5.0,,Estate planning attorney,None,outscraper
Flanagan & Bodenheimer Injury and Wrongful Death Law Firm,+1 786-998-8506,,,25.7517413,-80.2573532,33134,4.9,74.0,Personal injury attorney,None,outscraper
Law Offices of Martin J Rivas PA,+1 305-441-2221,,,25.7635841,-80.28201299999999,33134,4.8,,Attorney,None,outscraper
Rossen Law Firm,+1 786-936-1633,,,25.747722,-80.25473989999999,33134,5.0,43.0,Criminal justice attorney,None,outscraper
JZ helps (a Florida injury law firm),+1 305-661-9977,,,25.7087875,-80.2821833,33146,4.9,136.0,Personal injury attorney,None,outscraper
"Steinger, Greene & Feiner",+1 786-220-2990,,,25.7523052,-80.2617674,33134,4.7,164.0,Personal injury attorney,None,outscraper
"South Florida Law, PLLC",+1 954-900-8885,,,25.747696899999998,-80.2547889,33134,5.0,,Law firm,None,outscraper
Dream Team Law,+1 855-255-8326,,,25.7606137,-80.2591964,33134,4.7,209.0,Personal injury attorney,None,outscraper
Cohen Law,+1 305-967-7550,,,25.7503404,-80.2570322,33134,4.8,31.0,Trial attorney,None,outscraper
"Cornish Hernandez Gonzalez, PLLC",+1 305-745-7035,,,25.7484947,-80.2581494,33134,5.0,228.0,Personal injury attorney,None,outscraper
"Werner, Hoffman, Greig & Garcia",+1 305-518-1619,,,25.7277907,-80.25698899999999,33133,5.0,52.0,Personal injury attorney,None,outscraper
"Alfredo A. Izaguirre, P.A.",+1 305-442-0425,,,25.753492899999998,-80.2616142,33134,5.0,95.0,Criminal justice attorney,None,outscraper
Callejo Law,+1 305-392-0772,,,25.708783,-80.2821069,33146,5.0,122.0,Personal injury attorney,None,outscraper
Law Offices of Andre A. Rouviere,+1 305-774-7000,,,25.733912999999998,-80.261437,33146,4.8,,Attorney,None,outscraper
"Veliz & Associates P.A., an Estate & Legacy Planning Firm",+1 786-839-3840,,,25.747757099999998,-80.2552625,33134,5.0,,Estate planning attorney,None,outscraper
"Donet, McMillan & Trontz, P.A.",+1 305-444-0030,,,25.746985499999997,-80.2569103,33134,4.9,144.0,Criminal justice attorney,None,outscraper
