business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
Law Offices of Nicole Alvarez P.A.,+1 305-440-0736,,,25.7570339,-80.2591846,33134,4.9,98.0,Family law attorney,None,outscraper
"Rosales|Lopez, Attorneys at Law",+1 786-505-1024,,,25.7518796,-80.25805,33134,4.9,52.0,Legal services,None,outscraper
"Law Offices of Carl Palomino, P.A.",+1 305-774-9790,,,25.765428999999997,-80.257999,33134,4.8,32.0,Attorney,None,outscraper
Law Offices of M J Louis,+1 305-377-9646,,,25.748271,-80.25604799999999,33134,5.0,103.0,Law firm,None,outscraper
The Florida Divorce & Criminal Defense Lawyers - Coral Gables,+1 786-901-7960,,,25.7479119,-80.2548475,33134,4.7,15.0,Criminal justice attorney,None,outscraper
"Law Offices of Feldman, Baron & Ventura",+1 305-443-5235,,,25.7468884,-80.2568555,33134,4.8,196.0,Attorney,None,outscraper
The Law Offices of Anidjar & Levine,+1 305-384-6882,,,25.7482732,-80.2561336,33134,4.9,122.0,Personal injury attorney,None,outscraper
Coral Gables Divorce Lawyers | Cabanas Law Firm,+1 786-998-9389,,,25.7475539,-80.2619213,33134,4.9,54.0,Divorce lawyer,None,outscraper
"The Law Office of Scott A. Ferris, P.A.",+1 305-670-3330,,,25.753322599999997,-80.2590953,33134,5.0,36.0,Criminal justice attorney,None,outscraper
"Law Offices of Deeb & Deeb, P.A.",+1 305-985-7818,,,25.751740899999998,-80.261132,33134,4.9,37.0,Estate planning attorney,None,outscraper
"Yelen Yelen & Simon, P.A.",+1 305-445-3721,,,25.7610985,-80.25929119999999,33134,5.0,43.0,Estate planning attorney,None,outscraper
"Becker, Coral Gables, FL",+1 305-262-4433,,,25.7484851,-80.2582676,33134,4.8,4.0,Attorney,None,outscraper
"The Law Offices of Walter A. Reynoso, P.A.",+1 305-441-8881,,,25.753684699999997,-80.2552493,33134,4.8,51.0,Trial attorney,None,outscraper
Law Offices of Martin J Rivas PA,+1 305-441-2221,,,25.7635841,-80.28201299999999,33134,4.8,69.0,Attorney,None,outscraper
"South Florida Law, PLLC",+1 954-900-8885,,,25.747696899999998,-80.2547889,33134,5.0,46.0,Law firm,None,outscraper
"Dominguez Law Firm, PLLC",+1 305-741-4214,,,25.752573899999998,-80.25720659999999,33134,5.0,56.0,Immigration attorney,None,outscraper
"The Gilchrist Law Firm, P.A.",+1 786-408-6815,,,25.748469099999998,-80.2581627,33134,4.8,61.0,Legal services,None,outscraper
Menendez Trial Attorneys,+1 305-445-6500,,,25.7474107,-80.2569176,33134,5.0,16.0,Personal injury attorney,None,outscraper
The McGill Law Firm,+1 786-375-5621,,,25.747465299999998,-80.26175769999999,33134,5.0,70.0,Law firm,None,outscraper
The Florida Probate & Family Law Firm,+1 305-384-1540,,,25.7477885,-80.25471449999999,33134,4.9,382.0,Divorce lawyer,None,outscraper
Moises|Gross,+1 305-306-3055,,,25.762759,-80.2628976,33134,4.7,48.0,Insurance attorney,None,outscraper
Traffic Law Firm,+1 305-442-0243,,,25.753687799999998,-80.2574518,33134,4.9,74.0,Attorney,None,outscraper
"Steinger, Greene & Feiner",+1 786-220-2990,,,25.7523052,-80.2617674,33134,4.8,176.0,Personal injury attorney,None,outscraper
"The H&D Law Firm, P.A.",+1 305-229-6441,,,25.7573491,-80.2590639,33134,4.8,64.0,Family law attorney,None,outscraper
Cohen Law,+1 305-967-7550,,,25.7503404,-80.2570322,33134,4.8,31.0,Trial attorney,None,outscraper
Ferrer Law PA,+1 844-220-5612,,,25.757074499999998,-80.2591482,33134,5.0,122.0,Personal injury attorney,None,outscraper
Martha Mendez of Feinstein & Mendez,+1 786-404-1024,,,25.747755299999998,-80.25472719999999,33134,5.0,201.0,Estate planning attorney,None,outscraper
The Farber Law Firm,+1 305-774-0134,,,25.752495699999997,-80.2584705,33134,5.0,140.0,Personal injury attorney,None,outscraper
"MRC Law, P.A.",+1 305-338-6262,,,25.763954599999998,-80.2594886,33134,5.0,54.0,Law firm,None,outscraper
FORS | ATTORNEYS AT LAW,+1 305-448-5977,,,25.761008399999998,-80.25928379999999,33134,5.0,10.0,Trial attorney,None,outscraper
Villa Law,+1 954-861-0542,,,25.763922599999997,-80.25884649999999,33134,5.0,42.0,Law firm,None,outscraper
Law Office of Aburto P.A.,+1 305-694-9690,,,25.765363299999997,-80.25783229999999,33134,4.9,307.0,Attorney,None,outscraper
"Brindle & Brindle Law, PLLC",+1 786-633-6592,,,25.752630699999997,-80.257165,33134,4.8,22.0,Law firm,None,outscraper
"Alfredo A. Izaguirre, P.A.",+1 305-442-0425,,,25.753492899999998,-80.2616142,33134,4.9,106.0,Criminal justice attorney,None,outscraper
"Cornish Hernandez Gonzalez, PLLC",+1 305-745-7035,,,25.7484947,-80.2581494,33134,5.0,231.0,Personal injury attorney,None,outscraper
Dohan Law,+1 305-536-3400,,,25.753973,-80.259171,33134,4.9,75.0,Attorney,None,outscraper
Perlin Estate Planning and Probate,+1 305-443-3104,,,25.752530099999998,-80.2592762,33134,5.0,54.0,Estate planning attorney,None,outscraper
Vasquez de Lara Law Group,+1 305-614-2135,,,25.7525938,-80.25979389999999,33134,5.0,63.0,Divorce lawyer,None,outscraper
