business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
The Landmark at Merrick Park,+1 786-574-4116,,,25.7315182,-80.2606672,33146,4.3,1022,Movie theater,None,outscraper
Coral Gables Art Cinema,+1 786-472-2249,,,25.7502793,-80.25987669999999,33134,4.8,564,Movie theater,None,outscraper
Coral Gables Art Cinema,+1 786-472-2249,,,25.7502793,-80.25987669999999,33134,4.8,564,Movie theater,None,outscraper
Maurice Gusman Concert Hall,+1 305-284-2400,,,25.7198116,-80.2795096,33146,4.8,101,Concert hall,None,outscraper
Victor E. Clarke Recital Hall,+1 305-284-2241,,,25.718674099999998,-80.2802542,33146,4.8,58,Concert hall,None,outscraper
Knight Center for Music Innovation,+1 305-284-2400,,,25.7181857,-80.28125,33146,5.0,10,Performing arts theater,None,outscraper
The Bar,+1 305-442-2730,,,25.7511558,-80.2582075,33134,4.3,920.0,Bar,None,outscraper
Copper 29 Bar,+1 786-830-9640,,,25.7491912,-80.2590427,33134,4.3,1239.0,Bar,None,outscraper
Romeo at Babette,None,,,25.753085199999997,-80.2610117,33134,4.4,5.0,Night club,None,outscraper
The Globe,+1 305-445-3555,,,25.7520638,-80.2622758,33134,4.5,489.0,Bar & grill,None,outscraper
Armstrong Jazz House,+1 305-488-9955,,,25.749656299999998,-80.2601451,33134,4.7,2344.0,Restaurant,None,outscraper
Bougainvillea's Old Florida Tavern,+1 305-669-8577,,,25.7038345,-80.287161,33143,4.5,1257.0,Live music bar,None,outscraper
Fox's Lounge,+1 305-703-6553,,,25.7024501,-80.291533,33143,4.6,474.0,American restaurant,None,outscraper
Cebada Rooftop,+1 754-208-0243,,,25.751219499999998,-80.257361,33134,4.2,510.0,Spanish restaurant,None,outscraper
Playmates Club,+1 305-446-8346,,,25.733204999999998,-80.25745289999999,33146,3.9,199.0,Adult entertainment club,None,outscraper
La Rosa Gastrobar,+1 786-870-5466,,,25.7490594,-80.2622985,33134,4.9,1321.0,Restaurant,None,outscraper
Vice City Kava - Coral Gables,+1 786-536-2600,,,25.7506924,-80.2339394,33145,5.0,1053.0,Tea house,None,outscraper
Bellas Cabaret - Miami Strip Club,+1 305-887-1550,,,25.8105394,-80.2628498,33010,4.6,1097.0,Night club,None,outscraper
Coral Gables Woman's Club,+1 305-448-7080,,,25.761635,-80.2574411,33134,4.6,264.0,Club,None,outscraper
Bulla Gastrobar Coral Gables,+1 786-810-6215,,,25.7485084,-80.25890869999999,33134,4.9,14851.0,Spanish restaurant,None,outscraper
The Office Speakeasy Cigar Lounge,+1 305-446-2500,,,25.750128999999998,-80.2605449,33134,5.0,7.0,Bar,None,outscraper
Bay 13 Brewery and Kitchen,+1 786-452-0935,,,25.752672399999998,-80.2560079,33134,4.4,815.0,Brewery,None,outscraper
Mango's South Beach,+1 305-673-4422,,,25.7794405,-80.1312129,33139,4.6,12312.0,Night club,None,outscraper
Galiano Cigar Room,+1 305-407-7111,,,25.750859,-80.2568306,33134,4.8,305.0,Bar,None,outscraper
Cantina Leon,+1 786-391-2265,,,25.745427799999998,-80.2576065,33134,4.6,119.0,Mexican restaurant,None,outscraper
Coco Cigars Merrick Park,+1 786-946-4958,,,25.7315145,-80.2601638,33146,5.0,62.0,Cigar shop,None,outscraper
Yard House,+1 305-447-9273,,,25.732339999999997,-80.25983,33146,4.4,3096.0,Bar,None,outscraper
Ventanas Restaurant Bar & Lounge,+1 786-353-9460,,,25.7351729,-80.25756229999999,33146,4.9,15.0,Bar & grill,None,outscraper
Melg Group,+1 305-926-6083,,,25.748998099999998,-80.2583026,33134,2.5,2.0,Night club,None,outscraper
Celosa Cafe & Lounge,None,,,25.7451582,-80.2581625,33134,4.4,7.0,Bar,None,outscraper
Sawa Restaurant & Lounge,+1 305-447-6555,,,25.732031,-80.2607221,33146,4.2,1006.0,Bar,None,outscraper
Tipsy Flamingo Cocktail Bar,+1 305-646-9967,,,25.7749743,-80.1920834,33132,4.6,453.0,Cocktail bar,None,outscraper
E11EVEN MIAMI,+1 305-829-2911,,,25.7849684,-80.19355689999999,33132,3.7,2206.0,Night club,None,outscraper
Sra. Martinez,+1 786-860-5980,,,25.7508862,-80.2565754,33134,4.7,386.0,Bar,None,outscraper
Azúcar NightClub,+1 786-252-2996,,,25.7481567,-80.24621069999999,33145,3.8,395.0,Gay night club,None,outscraper
Bodega Bar Coral Gables,+1 786-785-1501,,,25.7497305,-80.2611091,33134,4.1,240.0,Bar,None,outscraper
"Arcano - Spanish Kitchen, Latin Soul",+1 305-530-8332,,,25.751203,-80.2600033,33134,4.8,168.0,Spanish restaurant,None,outscraper
